rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,769796,41,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | IADD_REG_REG_INT(r3,r4,c3) | LINKATTR1_REG_REG_REG(r5,r1,r3)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R7","benchmark_awfy_richards_opt",2514
179,14760,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | LINKATTR1_REG_REG_INT(r6,r2,c2)","c1=label@4589;r1=R5;r2=R11;r3=R67;r4=R10;r5=R68;r6=R6;c2=int:23","benchmark_awfy_richards_opt",4500
180,14760,1,1,7,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R6;c1=label@4589;r2=R5;r3=R11;r4=R67;r5=R10;r6=R68","benchmark_awfy_richards_opt",4498
181,14760,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BRF_ID_REG(c1,r3) | COPY_REG_REG(r4,r5)","r1=R9;r2=R6;c1=label@4589;r3=R5;r4=R11;r5=R67","benchmark_awfy_richards_opt",4496
182,14760,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | BR_ID(c1)","r1=R9;r2=R6;r3=R67;r4=R11;c1=label@4673","benchmark_awfy_richards_opt",4580
183,14759,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | IGT_REG_REG_REG(r5,r6,r3) | UNLINK_REG(r3)","r1=R15;r2=R9;c1=int:1;r3=R16;r4=R14;r5=R21;r6=R20","benchmark_awfy_richards_opt",4157
184,14759,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_REG(r4,r5,r1) | UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R16;r2=R14;r3=R15;r4=R21;r5=R20","benchmark_awfy_richards_opt",4161
185,14759,1,1,8,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2) | IGT_REG_REG_REG(r5,r6,r4)","r1=R14;c1=int:6;r2=R15;r3=R9;c2=int:1;r4=R16;r5=R21;r6=R20","benchmark_awfy_richards_opt",4154
186,12327,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | BRF_ID_REG(c3,r3)","r1=R8;r2=R17;c1=int:8;r3=R7;c2=int:0;c3=label@4810","benchmark_awfy_richards_opt",4702
187,11627,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R31;r2=R1;r3=R36;c1=int:0;c2=label@5500;r4=R22;r5=R41;c3=int:16","benchmark_awfy_richards_opt",5327
188,11627,1,1,7,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINATTRS_REG_REG_INT(r3,r2,c1)","r1=R36;r2=R31;c1=int:0;c2=label@5500;r3=R22;r4=R41;c3=int:16","benchmark_awfy_richards_opt",5330
189,11627,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | IEQ_REG_REG_INT(r5,r4,c3)","r1=R22;r2=R41;c1=int:16;r3=R31;c2=int:0;r4=R23;r5=R21;c3=int:1","benchmark_awfy_richards_opt",5337
190,11627,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IEQ_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R22;r2=R31;c1=int:0;r3=R23;r4=R21;c2=int:1","benchmark_awfy_richards_opt",5341
191,11627,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r2,r5) | BR_ID(c1)","r1=R23;r2=R36;r3=R67;r4=R28;r5=R27;c1=label@5301","benchmark_awfy_richards_opt",5290
192,11627,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | COPY_REG_REG(r5,r1) | ICOPY_REG_REG(r4,r6)","r1=R28;r2=R35;r3=R23;r4=R36;r5=R67;r6=R27","benchmark_awfy_richards_opt",5287
193,11619,2,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R25;r2=R52;r3=R67;r4=R41;r5=R53;r6=R38;c1=label@6024","benchmark_awfy_richards_opt",5669
194,11619,2,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | COPY_REG_REG(r5,r1) | ICOPY_REG_REG(r6,r7)","r1=R41;r2=R51;r3=R25;r4=R52;r5=R67;r6=R53;r7=R38","benchmark_awfy_richards_opt",5666
195,11619,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","r1=R50;c1=int:2;r2=R41;c2=int:256;r3=R51","benchmark_awfy_richards_opt",5648
196,11619,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R52;r2=R50;c1=int:2;r3=R41;c2=int:256","benchmark_awfy_richards_opt",5646
197,10467,2,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r5,r3,r1)","r1=R1;r2=R11;r3=R6;r4=R9;c1=int:17;c2=int:0;r5=R7","benchmark_awfy_richards_opt",2954
198,10127,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | RET_REG(r4)","r1=R7;r2=R10;r3=R6;r4=R11","benchmark_awfy_richards_opt",3019
199,10127,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | INE_REG_REG_INT(r2,r1,c1)","r1=R0;r2=R7;r3=R6;c1=int:0","benchmark_awfy_richards_opt",2969
200,10127,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | INE_REG_REG_INT(r1,r3,c1) | BRF_ID_REG(c2,r1)","r1=R7;r2=R6;r3=R0;c1=int:0;c2=label@3007","benchmark_awfy_richards_opt",2972
201,10005,8,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","r1=R53;c1=int:0;r2=R49;c2=int:4;r3=R60;c3=int:256;r4=R50","benchmark_awfy_richards_opt",2238
202,10004,7,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | CALL_REG_FUNC_REG(r4,c3,r1)","r1=R9;c1=int:1;r2=R4;c2=int:256;r3=R10;r4=R5;c3=func@12672","benchmark_awfy_richards_opt",214
203,10000,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | ISUB_REG_REG_INT(r5,r4,c3)","c1=label@4927;r1=R9;r2=R17;r3=R67;r4=R7;c2=int:8;r5=R6;c3=int:1","benchmark_awfy_richards_opt",4677
204,10000,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ISUB_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R17;r2=R67;r3=R7;c1=int:8;r4=R6;c2=int:1","benchmark_awfy_richards_opt",4680
205,10000,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | IEQ_REG_REG_INT(r4,r1,c2)","r1=R8;r2=R6;r3=R17;c1=int:8;r4=R7;c2=int:0","benchmark_awfy_richards_opt",4697
206,10000,1,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r1)","r1=R6;r2=R7;c1=int:1;r3=R8;r4=R17;c2=int:8","benchmark_awfy_richards_opt",4687
207,10000,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R7;r2=R17;c1=int:8;r3=R6;c2=int:1;r4=R8","benchmark_awfy_richards_opt",4683
208,10000,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R8;r2=R17;c1=int:8;r3=R7;c2=int:0","benchmark_awfy_richards_opt",4700
209,9999,1,1,10,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LINKATTR1_REG_REG_INT(r5,r6,c2) | LINKATTR1_REG_REG_INT(r7,r6,c3)","r1=R7;r2=R1;c1=int:1;r3=R8;r4=R6;r5=R9;r6=R13;c2=int:24;r7=R5;c3=int:2","benchmark_awfy_richards_opt",3842
210,9999,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r2) | IGT_REG_REG_REG(r5,r6,r3)","r1=R10;r2=R5;c1=int:1;r3=R3;r4=R9;r5=R11;r6=R8","benchmark_awfy_richards_opt",3861
211,9999,1,1,5,over_3_symbols,"IAND_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r1,r1,c2) | BRF_ID_REG(c3,r1)","r1=R22;r2=R23;c1=int:1;c2=int:0;c3=label@4873","benchmark_awfy_richards_opt",4814
212,9999,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IAND_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IEQ_REG_REG_INT(r3,r3,c3)","r1=R23;r2=R17;c1=int:7;r3=R22;c2=int:1;c3=int:0","benchmark_awfy_richards_opt",4810
213,9999,1,1,9,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r6,r5,c2) | SETATTRS_REG_INT(r4,c3)","r1=R8;r2=R6;r3=R7;r4=R9;r5=R13;c1=int:24;r6=R5;c2=int:2;c3=int:6","benchmark_awfy_richards_opt",3846
214,9999,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | IGT_REG_REG_REG(r5,r6,r1) | UNLINK_REG(r1)","r1=R3;r2=R9;r3=R10;r4=R5;r5=R11;r6=R8","benchmark_awfy_richards_opt",3865
215,9999,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","c1=int:1;r1=R4;r2=R13;r3=R3;r4=R14","benchmark_awfy_richards_opt",3765
216,9999,1,1,7,over_3_symbols,"SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r3,c2)","c1=int:1;r1=R4;r2=R13;r3=R3;r4=R14;r5=R5;c2=int:0","benchmark_awfy_richards_opt",3767
217,9999,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | ICOPY_REG_REG(r4,r5) | BR_ID(c1)","r1=R17;r2=R24;r3=R67;r4=R25;r5=R15;c1=label@4923","benchmark_awfy_richards_opt",4862
218,9999,1,1,5,over_3_symbols,"UNLINK_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | UNLINK_REG(r4) | UNLINK_REG(r5)","r1=R5;r2=R11;r3=R8;r4=R3;r5=R9","benchmark_awfy_richards_opt",3869
219,9999,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BRF_ID_REG(c1,r3) | RET_REG(r4)","r1=R8;r2=R6;c1=label@3888;r3=R11;r4=R1","benchmark_awfy_richards_opt",3879
220,9987,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BNE_ID_REG_INT(c1,r3,c2) | RET_REG(r4)","r1=R5;r2=R6;c1=label@2954;r3=R11;c2=int:0;r4=R10","benchmark_awfy_richards_opt",2944
221,9344,37,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R12;r2=R5;r3=R11;c1=int:15;r4=R13;c2=int:9","benchmark_awfy_richards_opt",679
222,9308,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@5267;r1=R22;r2=R20;r3=R28;c2=int:26;r4=R8;c3=int:1","benchmark_awfy_richards_opt",5100
223,9308,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2) | IEQ_REG_REG_INT(r2,r4,c3)","r1=R20;r2=R21;c1=int:65;r3=R31;c2=int:1;r4=R32;c3=int:0","benchmark_awfy_richards_opt",5151
224,9308,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | IGT_REG_REG_INT(r4,r1,c1)","r1=R21;r2=R8;r3=R28;c1=int:26;r4=R20","benchmark_awfy_richards_opt",5117
225,9308,4,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | BR_ID(c1)","r1=R20;r2=R31;r3=R8;c1=label@5264","benchmark_awfy_richards_opt",5180
226,9308,1,1,9,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | IADD_REG_REG_INT(r6,r4,c3)","r1=R22;r2=R32;r3=R25;c1=label@5267;r4=R20;r5=R28;c2=int:26;r6=R8;c3=int:1","benchmark_awfy_richards_opt",5096
227,9308,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISUB_REG_REG_INT(r4,r3,c3)","r1=R21;r2=R28;c1=int:26;r3=R20;c2=int:65;r4=R31;c3=int:1","benchmark_awfy_richards_opt",5147
228,9308,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1) | BRF_ID_REG(c2,r3)","r1=R21;r2=R28;c1=int:26;r3=R20;c2=label@5147","benchmark_awfy_richards_opt",5122
229,9308,1,1,7,over_3_symbols,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R21;r2=R31;r3=R20;c1=int:1;r4=R32;c2=int:0;c3=label@5189","benchmark_awfy_richards_opt",5155
230,9308,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R21;r2=R28;c1=int:26;r3=R20","benchmark_awfy_richards_opt",5120
231,9304,4,1,9,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINATTRS_REG_REG_INT(r3,r5,c4)","r1=R7;r2=R32;c1=int:1;c2=label@5217;r3=R5;r4=R28;c3=int:11;r5=R23;c4=int:0","benchmark_awfy_richards_opt",5189
232,9300,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r3) | UNLINK_REG(r4)","r1=R51;r2=R34;c1=int:1;r3=R53;r4=R52","benchmark_awfy_richards_opt",5983
233,9300,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LOAD_REG_INT(r2,c1)","r1=R53;r2=R51;r3=R52;c1=int:2","benchmark_awfy_richards_opt",5987
234,9300,1,1,9,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | IADD_REG_REG_INT(r5,r6,c3)","r1=R52;r2=R41;c1=int:14;r3=R25;c2=int:0;r4=R53;r5=R51;r6=R34;c3=int:1","benchmark_awfy_richards_opt",5971
235,9300,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R53;r2=R52;r3=R25;r4=R51;r5=R34;c1=int:1","benchmark_awfy_richards_opt",5979
236,9300,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IADD_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r3,r4)","r1=R52;r2=R25;c1=int:0;r3=R53;r4=R51;r5=R34;c2=int:1","benchmark_awfy_richards_opt",5975
237,9300,4,1,8,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINATTRS_REG_REG_INT(r4,r6,c1)","r1=R51;r2=R33;c1=int:0;r3=R52;r4=R49;r5=R41;c2=int:10;r6=R25","benchmark_awfy_richards_opt",5815
238,9300,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r1,r3)","r1=R52;r2=R51;c1=int:2;r3=R41;c2=int:256","benchmark_awfy_richards_opt",5992
239,9300,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R53;r2=R52;r3=R51;c1=int:2;r4=R41;c2=int:256","benchmark_awfy_richards_opt",5990
240,9300,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r2,r4,c1)","r1=R49;r2=R53;r3=R51;r4=R34;c1=int:0","benchmark_awfy_richards_opt",5798
241,9299,4,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R11;r2=R60;r3=R12;c1=int:9;r4=R13;c2=int:1","benchmark_awfy_richards_opt",633
242,9297,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r2) | ICOPY_REG_REG(r5,r3)","r1=R23;r2=R21;c1=int:1;r3=R20;r4=R22;r5=R18","benchmark_awfy_richards_opt",4779
243,9297,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R8;r2=R5;r3=R20;r4=R19;c1=int:19;c2=int:2","benchmark_awfy_richards_opt",4732
244,9297,4,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LOAD_REG_INT(r3,c1)","r1=R5;r2=R9;r3=R4;c1=int:0","benchmark_awfy_richards_opt",611
245,9297,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | ICOPY_REG_REG(r5,r1) | UNLINK_REG(r1)","r1=R20;r2=R22;r3=R23;r4=R21;r5=R18","benchmark_awfy_richards_opt",4783
246,9297,2,1,4,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r3) | UNLINK_REG(r4)","r1=R21;r2=R18;r3=R20;r4=R22","benchmark_awfy_richards_opt",4787
247,9297,2,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | SETATTRS_REG_INT(r2,c3)","r1=R8;r2=R20;r3=R19;c1=int:19;c2=int:2;c3=int:6","benchmark_awfy_richards_opt",4735
248,9297,2,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6)","r1=R20;r2=R22;r3=R17;r4=R19;r5=R14;r6=R18","benchmark_awfy_richards_opt",4792
249,9296,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | IADD_REG_REG_INT(r1,r4,c2)","r1=R48;r2=R65;r3=R61;r4=R49;c1=int:6;c2=int:1","benchmark_awfy_richards_opt",6231
250,9296,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | SETATTRS_REG_INT(r1,c3)","r1=R47;r2=R65;c1=int:21;r3=R53;c2=int:2;c3=int:6","benchmark_awfy_richards_opt",6284
251,9296,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c1)","r1=R53;r2=R48;r3=R65;r4=R61;r5=R49;c1=int:6","benchmark_awfy_richards_opt",6229
252,8490,1,1,7,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R6;r2=R67;r3=R13;r4=R9;r5=R68;c1=int:0;c2=label@4927","benchmark_awfy_richards_opt",4668
253,8490,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r1,r5,c1)","r1=R9;r2=R6;r3=R67;r4=R13;r5=R68;c1=int:0","benchmark_awfy_richards_opt",4666
254,8487,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | ICOPY_REG_REG(r4,r5)","r1=R21;r2=R14;r3=R19;r4=R12;r5=R9","benchmark_awfy_richards_opt",4255
255,8487,1,1,6,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r2)","r1=R19;r2=R12;r3=R9;r4=R27;r5=R13;r6=R25","benchmark_awfy_richards_opt",4260
256,8487,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6)","r1=R21;r2=R19;r3=R12;r4=R9;r5=R27;r6=R13","benchmark_awfy_richards_opt",4258
257,5007,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@4873;r1=R22;r2=R20;r3=R17;c2=int:7;r4=R8;c3=int:2","benchmark_awfy_richards_opt",4824
258,5007,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R21;r2=R8;r3=R25;c1=int:4;r4=R23;c2=int:2","benchmark_awfy_richards_opt",4841
259,5007,1,1,6,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r1)","r1=R8;r2=R20;c1=int:2;r3=R21;r4=R17;c2=int:7","benchmark_awfy_richards_opt",4831
260,5007,1,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3) | IDIV_REG_REG_INT(r4,r2,c4)","r1=R22;c1=int:0;c2=label@4873;r2=R20;r3=R17;c3=int:7;r4=R8;c4=int:2","benchmark_awfy_richards_opt",4820
261,5007,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r4,c2)","r1=R21;r2=R17;c1=int:7;r3=R8;r4=R25;c2=int:4","benchmark_awfy_richards_opt",4837
262,5007,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R20;r2=R17;c1=int:7;r3=R8;c2=int:2;r4=R21","benchmark_awfy_richards_opt",4827
263,5007,1,1,7,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R23;r2=R22;c1=int:0;c2=label@4873;r3=R20;r4=R17;c3=int:7","benchmark_awfy_richards_opt",4818
264,5007,1,1,7,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R21;r2=R25;c1=int:4;r3=R23;c2=int:2;r4=R17;c3=int:256","benchmark_awfy_richards_opt",4844
265,4993,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c2)","r1=R9;r2=R8;c1=int:22;r3=R10;c2=int:-1","benchmark_awfy_richards_opt",94
266,4992,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R25;r2=R23;c1=int:5;c2=int:2","benchmark_awfy_richards_opt",4891
267,4992,1,1,7,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R23;r2=R24;c1=int:2;c2=int:53256;r3=R25;r4=R17;c3=int:7","benchmark_awfy_richards_opt",4877
