rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,9801,148,8,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R31;r2=R32;r3=R33","benchmark_rexxcps_levelb_noopt",416
233,104,6,3,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2)","c1=int:1;r1=R0;c2=int:0","_address",16536
234,102,5,2,5,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | CALL_REG_FUNC_REG(r2,c3,r1)","c1=int:1;r1=R0;c2=int:0;r2=R1;c3=func@13176","_address",16538
235,101,3,3,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c1)","r1=R11;c1=int:1;r2=R1;c2=string@321936;r3=R0","_address",16932
236,101,14,3,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R7;r2=R9;c1=string@31136;r3=R6;c2=int:1","_address",7994
237,100,9,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R26;c1=string@424;r2=R30;c2=int:1;r3=R42;c3=int:14","benchmark_rexxcps_levelb_noopt",400
238,100,9,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R27;c1=string@21768;r2=R26;c2=string@424;r3=R30;c3=int:1","benchmark_rexxcps_levelb_noopt",397
239,98,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | MINATTRS_REG_REG_INT(r3,r2,c3)","c1=label@3414;r1=R84;r2=R21;c2=int:1;r3=R22;c3=int:0","parseExec",3379
240,98,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IGT_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2)","c1=label@5632;r1=R110;r2=R109;r3=R4;r4=R27;c2=label@5549","parseExec",5513
241,98,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3) | BCTP_ID_REG(c1,r4)","r1=R81;r2=R8;r3=R84;c1=label@2618;r4=R55","parseExec",3354
242,98,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3) | IGT_REG_REG_INT(r4,r5,c1)","r1=R50;r2=R0;r3=R48;r4=R56;r5=R128;c1=int:0","parseExec",2103
243,98,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R53;r2=R56;r3=R44;c1=int:0;c2=label@634","parseExec",620
244,98,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c2,r1)","r1=R83;r2=R79;c1=int:1;r3=R34;c2=label@3210","parseExec",3190
245,98,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | MINATTRS_REG_REG_INT(r5,r6,c1)","r1=R79;r2=R27;r3=R39;r4=R8;r5=R22;r6=R55;c1=int:0","parseExec",3087
246,98,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R0;r2=R48;r3=R56;r4=R128;c1=int:0;c2=label@2145","parseExec",2105
247,98,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | MINATTRS_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_REG(r5,r3,r4)","r1=R39;r2=R8;r3=R22;r4=R55;c1=int:0;r5=R82","parseExec",3090
248,98,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | NULL_REG(r3) | NULL_REG(r2)","r1=R5;r2=R55;r3=R56","parseExec",801
249,98,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R15;r2=R48;r3=R56;r4=R55","parseExec",1453
250,98,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R83;r2=R6;r3=R23;r4=R21;c1=int:0","parseExec",3394
251,98,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R38;r2=R82;r3=R23;r4=R55;c1=int:0","parseExec",3101
252,98,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ILT_REG_REG_INT(r3,r4,c3)","r1=R84;r2=R38;c1=int:3;c2=label@3215;r3=R83;r4=R34;c3=int:1","parseExec",3168
253,98,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R83;r2=R22;r3=R21;r4=R6","parseExec",3390
254,98,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1) | UNLINK_REG(r1)","r1=R82;r2=R23;r3=R55;r4=R81","parseExec",3110
255,98,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | NULL_REG(r3)","r1=R19;c1=int:0;r2=R12;r3=R33","parseExec",140
256,98,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | NULL_REG(r2) | NULL_REG(r3)","r1=R12;c1=int:0;r2=R33;r3=R34","parseExec",143
257,98,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R22;r2=R21;c1=int:0;r3=R83;r4=R6","parseExec",3386
258,98,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r4,r3)","r1=R22;r2=R55;c1=int:0;r3=R82;r4=R38","parseExec",3093
259,98,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r3)","r1=R23;r2=R55;c1=int:0;r3=R82;r4=R81","parseExec",3106
260,98,1,1,5,over_3_symbols,"NULL_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R30;r2=R32;r3=R128;c1=int:0;c2=label@99","parseExec",86
261,98,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | INE_REG_REG_INT(r3,r4,c1)","r1=R27;r2=R30;r3=R32;r4=R128;c1=int:0","parseExec",84
262,98,1,1,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r3,c3)","r1=R84;r2=R18;c1=string@31136;c2=label@3414;r3=R21;c3=int:1","parseExec",3375
263,98,1,1,7,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IGT_REG_REG_REG(r3,r4,r5)","r1=R110;r2=R18;c1=string@31136;c2=label@5632;r3=R109;r4=R4;r5=R27","parseExec",5509
264,98,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r3,r4) | IGTE_REG_REG_REG(r2,r3,r5)","r1=R7;r2=R47;r3=R19;r4=R35;r5=R40","parseExec",428
265,98,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r2,r3,c1)","r1=R81;r2=R82;r3=R38;c1=int:2","parseExec",3114
266,98,7,1,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R71;c1=int:768;r2=R72;r3=R73;c2=int:256","benchmark_rexxcps_levelb_noopt",1246
267,98,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R27;r2=R29;r3=R8;c1=int:1;r4=R18;c2=string@31136","parseExec",119
268,98,7,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | MINATTRS_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c1)","r1=R75;r2=R70;r3=R74;c1=int:1;r4=R73","benchmark_rexxcps_levelb_noopt",1259
269,98,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R82;r2=R38;c1=int:2;c2=label@3163","parseExec",3117
270,96,7,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1)","r1=R59;c1=int:2;r2=R65;r3=R60","benchmark_rexxcps_levelb_noopt",866
271,92,5,2,5,over_3_symbols,"COPY_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R3;r2=R7;r3=R11;c1=string@31136;c2=label@13880","_address",13863
272,91,6,2,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R3;r2=R6;r3=R11;r4=R7;c1=int:-3","_address",8032
273,85,3,2,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | RET()","r1=R24;r2=R22","trace",6624
274,84,2,2,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | RET_REG(r3)","r1=R5;r2=R3;r3=R17","_address",8129
275,84,3,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1)","r1=R16;r2=R8","stem",561
276,84,6,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R88;r2=R39;r3=R84;c1=string@52384;r4=R85;c2=string@52568","benchmark_rexxcps_levelb_noopt",1520
277,84,2,2,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4)","r1=R38;c1=int:768;r2=R43;r3=R44;r4=R37","_address",18314
278,83,1,1,5,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | NOT_REG_REG(r3,r1) | BRF_ID_REG(c2,r3)","r1=R6;r2=R19;c1=int:256;r3=R7;c2=label@411","stem",372
279,83,1,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | RET_REG(r3)","r1=R18;r2=R1;c1=int:0;r3=R17","stem",307
280,83,4,1,4,over_3_symbols,"SWAP_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | STOD_REG(r3)","r1=R0;r2=R47;r3=R48;r4=R45","benchmark_rexxcps_levelb_noopt",584
281,82,16,2,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r1)","r1=R15;c1=int:1;r2=R16;c2=int:768;r3=R19;c3=func@13672","benchmark_rexxcps_levelb_noopt",220
282,81,7,3,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R7;c1=string@31136;r2=R11;r3=R10;c2=int:0;c3=label@82","left",69
283,81,7,3,5,over_3_symbols,"STRLEN_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R4;r2=R1;r3=R11;c1=int:1;c2=label@95","left",82
284,76,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | REQ_REG_REG_STRING(r4,r3,c1)","r1=R7;r2=R12;r3=R3;r4=R11;c1=string@31136","_address",13860
285,76,4,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | GETATTRS_REG_REG_INT(r4,r5,c2)","r1=R19;r2=R25;r3=R29;c1=int:1;r4=R27;r5=R42;c2=int:0","_address",14022
286,76,4,1,6,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c2,r3)","r1=R27;r2=R42;c1=int:0;r3=R26;r4=R29;c2=label@14064","_address",14028
287,76,5,2,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","r1=R22;r2=R37;c1=int:17;r3=R25;c2=int:16;c3=int:0","trace",6603
288,76,5,2,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r4,r3,r1)","r1=R25;r2=R37;c1=int:16;r3=R22;c2=int:0;r4=R24","trace",6607
289,76,4,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_REG(r4,r1,r2)","r1=R29;c1=int:1;r2=R27;r3=R42;c2=int:0;r4=R26","_address",14025
290,76,5,2,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2)","r1=R22;r2=R25;c1=int:0;r3=R24","trace",6611
291,71,5,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R29;r2=R55;r3=R56;r4=R48;c1=string@32848;c2=label@707","benchmark_rexxcps_levelb_noopt",695
292,70,1,1,3,candidate,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | UNLINK_REG(r2)","r1=R86;r2=R89;r3=R108","parseExec",5625
293,70,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R108;r2=R104;c1=int:1;r3=R105;c2=int:3;r4=R88;c3=int:256","parseExec",5590
294,70,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | BLE_ID_REG_REG(c1,r1,r3)","r1=R86;r2=R4;r3=R87;r4=R27;c1=label@5586","parseExec",5568
295,70,1,1,7,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r1,c1) | LOAD_REG_INT(r5,c2)","r1=R104;r2=R87;r3=R86;r4=R108;c1=int:1;r5=R105;c2=int:3","parseExec",5586
296,70,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R89;r2=R24;r3=R90;r4=R88;r5=R29;r6=R86;r7=R4","parseExec",5561
297,70,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r5)","r1=R24;r2=R90;c1=int:0;r3=R89;r4=R88;r5=R29","parseExec",5557
298,70,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET_REG(r3)","r1=R89;r2=R108;r3=R24","parseExec",5627
299,70,5,2,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BR_ID(c1)","r1=R12;r2=R22;c1=label@2347","benchmark_rexxcps_levelb_noopt",2442
300,70,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R3;r2=R11;c2=int:0","parseExec",6916
301,70,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R3;r2=R11;c2=int:0;c3=label@6929","parseExec",6918
302,70,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | BR_ID(c1)","r1=R86;r2=R107;r3=R108;r4=R104;c1=label@5621","parseExec",5613
303,70,6,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3)","r1=R30;r2=R28;r3=R26;c1=int:256;r4=R31","_address",15897
304,70,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c1,r6)","r1=R106;r2=R88;r3=R107;r4=R86;r5=R104;c1=func@2226296;r6=R105","parseExec",5600
305,70,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6)","r1=R88;r2=R106;r3=R86;r4=R107;r5=R108;r6=R104","parseExec",5610
306,69,4,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | BR_ID(c2)","c1=label@14061;r1=R17;r2=R28;r3=R29;c2=label@14074","_address",14053
307,69,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | IADD_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c1)","r1=R9;r2=R0;r3=R11;c1=int:1;r4=R18","stem",469
308,69,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4)","r1=R16;r2=R9;r3=R1;r4=R8;r5=R18;c1=int:3","stem",553
309,69,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R3;c1=int:0;r2=R15;r3=R1;c2=label@595","stem",493
310,69,4,1,5,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4)","r1=R18;c1=label@14061;r2=R17;r3=R28;r4=R29","_address",14051
311,69,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | IGT_REG_REG_INT(r3,r4,c1)","r1=R9;r2=R3;c1=int:0;r3=R15;r4=R1","stem",491
312,69,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R15;r2=R9;r3=R3;c1=int:0","stem",489
313,68,5,1,4,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2)","r1=R55;c1=string@26552;r2=R54;c2=int:2","benchmark_rexxcps_levelb_noopt",942
314,68,2,2,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2)","r1=R17;r2=R10;r3=R16;c1=int:3;r4=R14;c2=int:0","_address",8100
315,62,3,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1)","r1=R14;r2=R15;r3=R8;c1=string@322584","_address",8996
316,62,3,1,6,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R11;c1=string@321784;r2=R16;c2=int:0;r3=R17;c3=func@13176","_address",9006
317,59,4,3,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R10;r2=R16;c1=int:2;r3=R17;c2=int:1","_address",8080
318,57,4,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R48;c1=int:4;r2=R49;c2=int:768;r3=R51;c3=int:256","benchmark_rexxcps_levelb_noopt",464
319,56,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SCOPY_REG_REG(r4,r3)","r1=R9;r2=R54;r3=R5;c1=int:4;r4=R10","_address",17727
320,56,10,2,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1)","r1=R5;r2=R4;c1=string@1502856","trace",12397
321,56,4,1,4,over_3_symbols,"LOAD_REG_STRING(r1,c1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r1)","r1=R39;c1=string@51304;r2=R87;r3=R88","benchmark_rexxcps_levelb_noopt",1515
322,56,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","r1=R0;c1=string@31136;r2=R3","upper",10
323,56,1,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2)","c1=int:1;r1=R0;c2=string@31136","upper",6
324,56,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2)","c1=int:1;r1=R0;c2=string@31136;r2=R3","upper",8
325,56,4,1,4,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R79;c1=int:256;r2=R80;r3=R81","benchmark_rexxcps_levelb_noopt",1421
326,55,3,1,4,over_3_symbols,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R60;r2=R63;r3=R57;c1=int:3","benchmark_rexxcps_levelb_noopt",772
327,55,3,1,5,over_3_symbols,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R60;r2=R57;c1=int:3;r3=R0;c2=int:256","benchmark_rexxcps_levelb_noopt",775
328,54,4,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2)","r1=R55;c1=string@26552;r2=R54;c2=int:2","benchmark_rexxcps_levelb_noopt",940
329,54,4,1,3,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c2)","r1=R55;c1=int:1;c2=string@26552","benchmark_rexxcps_levelb_noopt",937
330,54,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R6;r2=R16;r3=R9;r4=R18;c1=int:9","stem",541
331,46,3,2,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | SCOPY_REG_REG(r1,r4)","r1=R24;r2=R22;r3=R25;r4=R4","trace",6615
332,46,3,2,3,candidate,"UNLINK_REG(r1) | SCOPY_REG_REG(r2,r3) | UNLINK_REG(r2)","r1=R25;r2=R24;r3=R4","trace",6619
333,45,3,2,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R22;r2=R24;c1=int:1;r3=R25;r4=R37;c2=int:16","trace",6588
334,45,5,3,6,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R11;r2=R3;c1=string@31136;c2=label@13880;r3=R10;c3=int:0","_address",13866
335,45,3,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R9;r2=R18;c1=int:8;r3=R16;c2=int:2","stem",637
336,45,3,2,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r4)","r1=R24;r2=R25;r3=R37;c1=int:16;r4=R22","trace",6592
337,45,3,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R15;r2=R9;r3=R18;c1=int:8","stem",635
338,44,2,2,6,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","c1=label@16919;r1=R30;r2=R31;r3=R10;c2=int:0;c3=label@16890","trace",16876
339,44,2,2,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@159;r1=R3;r2=R46;r3=R2;c2=int:0;c3=label@165;c4=label@168","format",148
340,44,2,2,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R30;r2=R19;c1=int:0;c2=label@16919;r3=R31;r4=R10","trace",16872
341,44,2,2,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | BGE_ID_REG_INT(c2,r3,c3)","r1=R10;r2=R11;c1=int:1;r3=R21;r4=R29;c2=label@16862;c3=int:0","trace",16847
342,44,2,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3)","r1=R16;c1=int:0;r2=R13;c2=string@31136;r3=R30;r4=R11;c3=int:1","trace",16815
343,44,2,2,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3)","r1=R29;r2=R9;r3=R10;r4=R11;c1=int:1;r5=R21","trace",16844
344,43,4,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | CALL_REG_FUNC_REG(r3,c3,r2)","r1=R13;c1=string@6152;r2=R18;c2=int:0;r3=R14;c3=func@6680","benchmark_rexxcps_levelb_noopt",127
345,43,4,2,4,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2)","r1=R10;r2=R3;r3=R6;r4=R11","_address",8030
346,42,3,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ICOPY_REG_REG(r4,r3)","r1=R51;r2=R9;r3=R49;c1=int:5;r4=R43","_address",9480
347,42,1,1,7,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@31136","substr",73
348,42,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | BR_ID(c1)","r1=R43;r2=R49;c1=label@9494","_address",9487
349,42,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R23;r2=R31;c1=int:8;r3=R29","_address",9139
350,42,1,1,6,over_3_symbols,"NULL_REG(r1) | GETANDTP_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c2)","r1=R13;r2=R3;r3=R20;c1=int:256;r4=R6;c2=int:0","substr",71
