rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,7996,104,8,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R31;r2=R32;r3=R33;r4=R34","benchmark_rexxcps_levelb_noopt",416
504,16,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | RET()","r1=R24;r2=R4;r3=R22","trace",6627
505,16,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | LOAD_REG_STRING(r1,c3) | LOAD_REG_STRING(r2,c3)","c1=int:1;c2=int:2;r1=R0;c3=string@520;r2=R2","benchmark_rexxcps_levelb_noopt",3888
506,16,1,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | LOAD_REG_STRING(r1,c3)","c1=int:1;c2=int:2;r1=R0;c3=string@520","benchmark_rexxcps_levelb_noopt",3886
507,16,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | LOAD_REG_STRING(r2,c2) | RET()","c1=int:2;r1=R0;c2=string@520;r2=R2","benchmark_rexxcps_levelb_noopt",3890
508,16,1,1,6,over_3_symbols,"STRLOWER_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | REQ_REG_REG_STRING(r4,r3,c1) | BRF_ID_REG(c2,r4)","r1=R8;r2=R9;r3=R6;r4=R13;c1=string@31136;c2=label@5821","trace",5800
509,16,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLOWER_REG_REG(r3,r4) | COPY_REG_REG(r5,r3)","r1=R7;r2=R11;r3=R8;c1=string@31136;r4=R9;r5=R6","trace",5794
510,16,1,1,7,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R21;r2=R26;r3=R0;r4=R22;r5=R1;r6=R25;r7=R2","trace",6514
511,16,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | REQ_REG_REG_STRING(r1,r4,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R30;r3=R6;r4=R1;c1=string@1504304;c2=label@12516","trace",12496
512,16,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R21;r2=R37;c1=int:16;r3=R2","trace",6505
513,16,2,2,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R7;c1=int:0;r2=R10;r3=R6;c2=int:5","_address",8030
514,15,2,2,7,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1) | LINKATTR1_REG_REG_INT(r5,r3,c2)","r1=R3;r2=R6;r3=R11;r4=R7;c1=int:-3;r5=R10;c2=int:4","_address",8044
515,15,2,2,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2) | SCOPY_REG_REG(r4,r3)","r1=R12;r2=R3;r3=R13;c1=string@321984;r4=R10;c2=int:1","_address",8065
516,15,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | IGT_REG_REG_INT(r4,r5,c1)","r1=R15;r2=R8;r3=R9;r4=R16;r5=R3;c1=int:0","stem",716
517,15,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_REG(r3,r1,r4) | LINKATTR1_REG_REG_INT(r5,r2,c3)","r1=R9;r2=R18;c1=int:1;c2=int:256;r3=R15;r4=R0;r5=R8;c3=int:2","stem",757
518,15,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4)","r1=R15;r2=R9;r3=R16;r4=R8;r5=R18;c1=int:3","stem",676
519,15,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r1,r4)","r1=R15;r2=R9;r3=R16;r4=R8;c1=int:0","stem",707
520,15,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2) | UNLINK_REG(r3)","r1=R8;c1=int:0;r2=R15;r3=R9","stem",713
521,15,2,2,8,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R75;c1=string@44168;r2=R71;c2=string@44576;r3=R72;c3=string@44744;r4=R73;c4=int:0","benchmark_rexxcps_levelb_noopt",1225
522,15,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R9;r2=R16;c1=int:0;r3=R15;r4=R8;r5=R18;c2=int:3","stem",672
523,15,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r4,c1)","r1=R9;r2=R16;c1=int:0;r3=R15;r4=R8","stem",703
524,15,1,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_REG(r2,r1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r2,r4)","r1=R9;c1=int:256;r2=R15;r3=R0;r4=R8;r5=R18;c2=int:2","stem",761
525,15,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","c1=int:1;r1=R1;r2=R14;c2=int:256","trace",18536
526,15,1,1,2,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1)","c1=int:1;r1=R1","trace",18534
527,15,2,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | NULL_REG(r1)","c1=int:1;c2=int:2;r1=R8","benchmark_rexxcps_levelb_noopt",4
528,15,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2)","c1=int:1;r1=R1;r2=R14;c2=int:256;r3=R2","trace",18538
529,15,15,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | SETTP_REG_INT(r1,c3)","r1=R3;r2=R6;r3=R7;c1=string@1503000;r4=R5;c2=int:2;c3=int:256","trace",15768
530,15,2,2,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r2) | LOAD_REG_INT(r5,c1)","r1=R10;r2=R3;r3=R6;r4=R11;r5=R7;c1=int:-3","_address",8042
531,15,1,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r4,r2) | UNLINK_REG(r2)","r1=R16;r2=R8;r3=R18;c1=int:3;r4=R15","stem",680
532,15,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r3,r2) | UNLINK_REG(r3)","r1=R16;r2=R8;c1=int:0;r3=R15","stem",711
533,15,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R15;r2=R9;r3=R16;r4=R3;c1=int:0;c2=label@757","stem",719
534,15,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R8;r2=R15;r3=R9;r4=R18;c1=int:6","stem",689
535,14,1,1,6,over_3_symbols,"ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R1;c1=string@30888;r2=R30;r3=R40;r4=R54;c2=int:3","_address",18205
536,14,1,1,5,over_3_symbols,"BCF_ID_REG(c1,r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","c1=label@2449;r1=R10;r2=R14;r3=R13;r4=R12","benchmark_rexxcps_levelb_noopt",2347
537,14,1,1,6,over_3_symbols,"BCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R23;r2=R28;r3=R22;c1=int:0;r4=R31;c2=int:1","_address",9173
538,14,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | ISUB_REG_REG_REG(r4,r2,r5) | IGT_REG_REG_REG(r2,r6,r4)","c1=label@3948;r1=R88;r2=R87;r3=R100;c2=int:1;r4=R99;r5=R94;r6=R96","parseExec",3918
539,14,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r4) | UNLINK_REG(r2)","c1=label@411;r1=R7;r2=R8;r3=R18;c2=int:4;r4=R20","stem",379
540,14,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | SEQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","c1=label@1054;r1=R69;r2=R27;c2=string@40288;c3=string@40648;c4=label@1065","benchmark_rexxcps_levelb_noopt",1048
541,14,1,1,6,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r1,c3) | SETTP_REG_INT(r1,c4) | GETANDTP_REG_REG_INT(r2,r1,c2)","c1=label@372;r1=R19;c2=int:256;c3=string@31136;c4=int:0;r2=R6","stem",362
542,14,1,1,7,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r1,c3) | SETTP_REG_INT(r1,c4) | LOAD_REG_INT(r2,c5)","c1=label@15355;r1=R9;c2=int:256;c3=string@31136;c4=int:0;r2=R1;c5=int:1","_address",15345
543,14,1,1,6,over_3_symbols,"CONCAT_REG_REG_REG(r1,r1,r2) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r3,r1,r4) | NULL_REG(r5)","r1=R15;r2=R28;c1=string@81824;r3=R11;r4=R29;r5=R16","benchmark_rexxcps_levelb_noopt",2360
544,14,1,1,6,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | ITOS_REG(r4) | CONCAT_REG_REG_STRING(r4,r4,c2)","r1=R72;r2=R65;r3=R64;r4=R60;c1=int:1;c2=string@26552","benchmark_rexxcps_levelb_noopt",1129
545,14,1,1,7,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | ITOS_REG(r4) | SCONCAT_REG_REG_STRING(r5,r4,c2)","r1=R46;r2=R48;r3=R30;r4=R53;c1=int:1234;r5=R49;c2=string@26840","benchmark_rexxcps_levelb_noopt",445
546,14,1,1,7,over_3_symbols,"CONCAT_REG_REG_REG(r1,r2,r3) | NULL_REG(r4) | SCOPY_REG_REG(r5,r1) | LOAD_REG_STRING(r6,c1)","r1=R11;r2=R15;r3=R29;r4=R16;r5=R17;r6=R20;c1=string@83216","benchmark_rexxcps_levelb_noopt",2368
547,14,1,1,6,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r2,r1,r3) | NULL_REG(r4) | SCOPY_REG_REG(r5,r2)","r1=R15;c1=string@81824;r2=R11;r3=R29;r4=R16;r5=R17","benchmark_rexxcps_levelb_noopt",2364
548,14,1,1,6,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | CONCAT_REG_REG_REG(r1,r1,r3) | CONCAT_REG_REG_STRING(r1,r1,c1) | CONCAT_REG_REG_REG(r4,r1,r5)","r1=R15;r2=R27;c1=string@81824;r3=R28;r4=R11;r5=R29","benchmark_rexxcps_levelb_noopt",2356
549,14,1,1,5,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3) | ITOS_REG(r2)","r1=R79;c1=string@50440;c2=string@520;r2=R78;c3=int:1","benchmark_rexxcps_levelb_noopt",1472
550,14,1,1,8,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IADD_REG_REG_INT(r5,r3,c3) | UNLINK_REG(r3)","r1=R15;c1=string@322392;r2=R5;r3=R10;r4=R16;c2=int:2;r5=R17;c3=int:1","_address",8088
551,14,1,1,8,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3) | SWAP_REG_REG(r5,r4)","r1=R66;c1=string@35864;r2=R30;r3=R63;c2=int:3;r4=R2;c3=int:256;r5=R64","benchmark_rexxcps_levelb_noopt",825
552,14,1,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4)","r1=R1;r2=R30;c1=string@30888;r3=R40;r4=R54","_address",18202
553,14,1,1,3,candidate,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2) | RET_REG(r1)","r1=R37;r2=R38;c1=string@30888","_address",14186
554,14,1,1,9,over_3_symbols,"COPY_REG_REG(r1,r2) | CONCAT_REG_STRING_REG(r3,c1,r4) | LINKATTR1_REG_REG_INT(r5,r1,c2) | IADD_REG_REG_INT(r6,r5,c3)","r1=R16;r2=R3;r3=R15;c1=string@322392;r4=R5;r5=R10;c2=int:2;r6=R17;c3=int:1","_address",8085
555,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_STRING(r4,c1) | LINKATTR1_REG_REG_INT(r5,r3,c2)","r1=R3;r2=R11;r3=R12;r4=R13;c1=string@321984;r5=R10;c2=int:1","_address",8062
556,14,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | RNE_REG_REG_STRING(r4,r3,c1) | BRF_ID_REG(c2,r4)","r1=R19;r2=R24;r3=R2;r4=R23;c1=string@31136;c2=label@9105","_address",9061
557,14,1,1,9,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6) | LINKATTR1_REG_REG_INT(r7,r8,c1)","r1=R29;r2=R91;r3=R30;r4=R92;r5=R28;r6=R93;r7=R23;r8=R31;c1=int:4","_address",9124
558,14,1,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1) | SCOPY_REG_REG(r5,r7)","r1=R30;r2=R92;r3=R28;r4=R93;r5=R23;r6=R31;c1=int:4;r7=R27","_address",9127
559,14,10,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R3;r2=R8;r3=R7;r4=R1;c1=int:2","_address",5830
560,14,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SCOPY_REG_REG(r3,r5) | UNLINK_REG(r3)","r1=R28;r2=R93;r3=R23;r4=R31;c1=int:4;r5=R27","_address",9130
561,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ICOPY_REG_REG(r4,r5) | ISUB_REG_REG_INT(r4,r4,c2)","r1=R8;r2=R31;r3=R21;c1=int:1;r4=R16;r5=R88;c2=int:5","_address",9229
562,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | NULL_REG(r3) | COPY_REG_REG(r4,r1) | CONCAT_REG_STRING_REG(r5,c1,r6)","r1=R3;r2=R12;r3=R14;r4=R16;r5=R15;c1=string@322392;r6=R5","_address",8080
563,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3) | LOAD_REG_INT(r4,c3)","r1=R3;r2=R7;r3=R11;c1=string@31136;c2=label@13892;r4=R10;c3=int:0","_address",13875
564,14,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | RNE_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3) | LOAD_REG_INT(r4,c3)","r1=R2;r2=R19;r3=R23;c1=string@31136;c2=label@9105;r4=R21;c3=int:1","_address",9064
565,14,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R23;r2=R32;r3=R22;c1=string@31136;r4=R31;c2=int:5","_address",9212
566,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | ICOPY_REG_REG(r5,r4)","r1=R50;r2=R83;r3=R9;r4=R82;c1=int:4;r5=R81","_address",9978
567,14,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R23;r2=R21;r3=R20;r4=R49;c1=int:1","_address",9467
568,14,1,1,3,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | RET()","r1=R13;r2=R12;r3=R11","benchmark_rexxcps_levelb_noopt",2451
569,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ICOPY_REG_REG(r3,r4) | BNE_ID_REG_INT(c1,r3,c2)","r1=R12;r2=R11;r3=R2;r4=R21;c1=label@16537;c2=int:0","_address",16524
570,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R21;r2=R20;r3=R49;c1=int:1;r4=R8;c2=int:256","_address",9469
571,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | GETATTRS_REG_REG_INT(r1,r5,c1)","r1=R110;r2=R109;r3=R103;r4=R108;r5=R24;c1=int:0","parseExec",4537
572,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R4;r2=R6;r3=R3;r4=R12;r5=R11;c1=int:1","_address",16402
573,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | LOAD_REG_INT(r4,c2)","r1=R52;r2=R30;r3=R66;c1=string@35864;r4=R63;c2=int:3","benchmark_rexxcps_levelb_noopt",821
574,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R20;r2=R49;c1=int:1;r3=R8;c2=int:256;r4=R50","_address",9471
575,14,1,1,7,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | GETATTRS_REG_REG_INT(r4,r5,c1) | IADD_REG_REG_INT(r4,r4,c2)","r1=R109;r2=R103;r3=R108;r4=R110;r5=R24;c1=int:0;c2=int:1","parseExec",4539
576,14,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | SETTP_REG_INT(r2,c2)","r1=R6;r2=R3;r3=R12;r4=R11;c1=int:1;c2=int:256","_address",16404
577,14,1,1,4,over_3_symbols,"FADD_REG_REG_FLOAT(r1,r1,c1) | FCOPY_REG_REG(r2,r1) | FTOS_REG(r2) | REQ_REG_REG_REG(r2,r3,r2)","r1=R64;c1=float@37864;r2=R63;r3=R27","benchmark_rexxcps_levelb_noopt",910
578,14,1,1,4,over_3_symbols,"FCOPY_REG_REG(r1,r2) | FTOS_REG(r1) | REQ_REG_REG_REG(r1,r3,r1) | BRF_ID_REG(c1,r1)","r1=R63;r2=R64;r3=R27;c1=label@930","benchmark_rexxcps_levelb_noopt",914
579,14,1,1,8,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | NOT_REG_REG(r3,r1) | BRF_ID_REG(c2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R6;r2=R19;c1=int:256;r3=R7;c2=label@411;r4=R8;r5=R18;c3=int:4","stem",372
580,14,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r1,r4) | IGT_REG_REG_REG(r1,r5,r3) | BRF_ID_REG(c2,r1)","r1=R87;r2=R100;c1=int:1;r3=R99;r4=R94;r5=R96;c2=label@3942","parseExec",3921
581,14,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R17;r2=R10;c1=int:1;r3=R14;r4=R16;c2=int:2","_address",8096
582,14,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | ICOPY_REG_REG(r7,r8)","r1=R100;r2=R27;r3=R94;r4=R8;r5=R93;r6=R4;r7=R95;r8=R6","parseExec",3860
583,14,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | SCOPY_REG_REG(r7,r8)","r1=R94;r2=R8;r3=R93;r4=R4;r5=R95;r6=R6;r7=R102;r8=R7","parseExec",3863
584,14,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | STOI_REG(r5)","r1=R93;r2=R4;r3=R95;r4=R6;r5=R102;r6=R7","parseExec",3866
585,14,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ISUB_REG_REG_INT(r1,r1,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r5,r1)","r1=R16;r2=R88;c1=int:5;r3=R34;c2=int:2;r4=R33;r5=R21","_address",9235
586,14,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R14;r2=R17;r3=R16;c1=int:2","_address",8102
587,14,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | STOI_REG(r3) | ICOPY_REG_REG(r5,r3)","r1=R95;r2=R6;r3=R102;r4=R7;r5=R96","parseExec",3869
588,14,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | COPY_REG_REG(r1,r4)","r1=R23;r2=R22;r3=R31;c1=int:6;r4=R32","_address",9203
589,14,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r2,c2)","r1=R17;r2=R14;r3=R10;r4=R16;c1=int:3;c2=int:0","_address",8109
590,14,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c2)","r1=R7;r2=R8;r3=R9;c1=string@31136;r4=R6;c2=int:1","_address",8003
591,14,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | SETATTRS_REG_INT(r3,c1) | SETOBJTYPE_REG_STRING(r3,c2)","r1=R23;r2=R22;r3=R32;c1=int:5;c2=string@41008","_address",9185
592,14,1,1,9,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r4,c3) | ISUB_REG_REG_REG(r5,r3,r6)","r1=R88;r2=R95;c1=int:4;c2=label@3948;r3=R87;r4=R100;c3=int:1;r5=R99;r6=R94","parseExec",3914
593,14,1,1,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c3,r3)","r1=R16;c1=int:5;r2=R34;c2=int:2;r3=R33;r4=R21;c3=label@9467","_address",9238
594,14,1,1,3,candidate,"ITOF_REG(r1) | FADD_REG_REG_FLOAT(r1,r1,c1) | FCOPY_REG_REG(r2,r1) | FTOS_REG(r2)","r1=R64;c1=float@37864;r2=R63","benchmark_rexxcps_levelb_noopt",908
595,14,1,1,7,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1) | CALL_REG_FUNC_REG(r5,c2,r4)","r1=R78;r2=R81;r3=R79;r4=R80;c1=int:1;r5=R86;c2=func@49752","benchmark_rexxcps_levelb_noopt",1483
596,14,1,1,5,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3)","r1=R79;c1=string@50440;c2=string@520;r2=R78;c3=int:1","benchmark_rexxcps_levelb_noopt",1470
597,14,1,1,7,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R30;r2=R66;c1=string@35864;r3=R63;c2=int:3;r4=R2;c3=int:256","benchmark_rexxcps_levelb_noopt",823
598,14,1,1,7,over_3_symbols,"ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R53;r2=R49;c1=string@26840;r3=R50;c2=int:6;r4=R51;c3=int:2","benchmark_rexxcps_levelb_noopt",452
599,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r4,c2)","r1=R23;r2=R31;c1=int:7;r3=R28;r4=R22;c2=int:0","_address",9169
600,14,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r4,c2)","r1=R23;r2=R31;c1=int:6;r3=R32;r4=R22;c2=string@31136","_address",9208
